Timestamp,"Air temperature (gund, ℃)","Relative humidity (gund, %)","Wind direction (gund, °)","Wind speed (gund, m/s)","Pressure (gund, mbar)","Solar radiation (gund, W/m^2)"
2/15/23 11:30,11.03,62.6,147,2,1014,267
2/15/23 11:35,11.18,61.3,152,2,1014,224
2/15/23 11:40,11.3,60.4,157,1.5,1013.8,208
2/15/23 11:45,11.2,59.6,157,2,1013.7,191
2/15/23 11:50,11.08,59.2,146,2,1013.3,187
2/15/23 11:55,11.49,57.9,152,2,1013.2,234
2/15/23 12:00,11.18,56.1,152,3.5,1013.3,178
2/15/23 12:05,11.2,55.5,153,2.5,1013.1,183
2/15/23 12:10,11.71,54.4,146,3,1012.6,244
2/15/23 12:15,12.27,51.8,149,3,1012.4,284
2/15/23 12:20,13.26,50.1,157,2.5,1012.3,352
2/15/23 12:25,12.75,46.4,146,2.5,1012,302
2/15/23 12:30,14.36,46.1,146,4,1011.7,779
2/15/23 12:35,16.25,41.7,149,4,1011.9,609
2/15/23 12:40,16.56,40.6,154,3.5,1011.6,546
2/15/23 12:45,17.03,41,152,3.5,1011.3,533
2/15/23 12:50,17.15,40.5,156,3,1011.5,526
2/15/23 12:55,16.75,41.3,157,4,1011.4,519
2/15/23 13:00,16.49,40.8,160,4.5,1011.4,513
2/15/23 13:05,17.11,39.5,161,4,1011.1,506
2/15/23 13:10,17.11,39.3,160,4.5,1010.7,499
2/15/23 13:15,16.39,39.2,154,4,1010.3,492
2/15/23 13:20,16.92,38.9,153,4.5,1010.4,484
2/15/23 13:25,18.37,38.4,136,3,1010.1,478
2/15/23 13:30,17.18,40.1,150,4.5,1009.9,474
2/15/23 13:35,17.68,39.6,154,4,1009.6,468
2/15/23 13:40,16.77,40.6,152,4,1009.5,462
2/15/23 13:45,17.63,40.4,156,4,1009.4,453
2/15/23 13:50,18.01,39.8,149,4,1009.1,446
2/15/23 13:55,17.94,39.4,154,3.5,1008.8,437
2/15/23 14:00,17.65,40.4,152,4.5,1008.8,426
2/15/23 14:05,17.77,39.8,150,4,1008.8,418
2/15/23 14:10,17.82,39.4,145,3.5,1008.4,408
2/15/23 14:15,18.13,38.4,143,3,1008.4,398
2/15/23 14:20,18.44,38.2,152,3,1008.4,387
2/15/23 14:25,17.49,39.2,157,4.5,1008.4,376
2/15/23 14:30,18.2,38.7,154,3.5,1008.3,364
2/15/23 14:35,18.15,38.3,154,2.5,1008.3,351
2/15/23 14:40,17.37,40.4,166,3.5,1008.3,341
2/15/23 14:45,16.84,42.9,166,4.5,1007.9,327
2/15/23 14:50,17.65,42.6,163,4.5,1007.8,313
2/15/23 14:55,17.34,44.2,142,4,1007.8,303
2/15/23 15:00,17.03,46,150,4,1007.6,289
2/15/23 15:05,16.51,47.8,163,4.5,1007.4,276
2/15/23 15:10,16.53,49.3,161,5.5,1007.6,266
2/15/23 15:15,16.72,49.8,157,5,1007.6,253
2/15/23 15:20,16.84,49.7,157,4,1007.5,239
2/15/23 15:25,16.77,50.7,156,3,1007.4,226
2/15/23 15:30,16.87,51.6,159,4,1007.5,211
2/15/23 15:35,16.75,52.4,147,3,1007.3,199
2/15/23 15:40,16.8,53.4,157,3,1007,186
2/15/23 15:45,16.72,53.9,161,3,1007,173
2/15/23 15:50,15.96,55.2,154,3,1006.9,161
2/15/23 15:55,15.87,56.7,150,4,1006.6,147
2/15/23 16:00,15.99,56.8,147,2.5,1006.5,134
2/15/23 16:05,15.75,59,145,3,1006.6,122
2/15/23 16:10,15.41,60.2,136,2,1006.5,109
2/15/23 16:15,14.65,62.5,159,3,1006.6,97
2/15/23 16:20,13.88,64.7,161,3.5,1006.7,57
2/15/23 16:25,13.88,65.6,157,2,1006.5,68
2/15/23 16:30,13.62,67.2,161,2.5,1006.4,53
2/15/23 16:35,13.47,68.2,164,2,1006.4,28
2/15/23 16:40,13.33,69,160,2.5,1006.2,24
2/15/23 16:45,13.31,69.7,166,3.5,1006.3,21
2/15/23 16:50,13.06,70.8,156,1.5,1006,17
2/15/23 16:55,12.92,71.7,152,1.5,1006.2,14
2/15/23 17:00,12.82,72.2,154,2.5,1006.2,9
2/15/23 17:05,12.63,73.3,146,2,1006,7
2/15/23 17:10,12.53,74.1,156,2,1005.9,3
2/15/23 17:15,12.39,75.2,138,1.5,1005.7,2
2/15/23 17:20,12.29,75.9,150,2,1005.8,1
2/15/23 17:25,12.12,76.5,153,1.5,1005.9,1
2/15/23 17:30,11.98,77.3,153,1.5,1005.9,1
2/15/23 17:35,12,77.5,157,2.5,1005.7,1
2/15/23 17:40,11.78,78.4,150,1,1005.9,1
2/15/23 17:45,11.71,78.7,157,1.5,1006.1,1
2/15/23 17:50,11.81,78.8,167,2,1006.3,1
2/15/23 17:55,11.81,79.2,167,1.5,1006.4,1
2/15/23 18:00,11.61,79.4,167,2,1006.5,1
2/15/23 18:05,11.44,79.7,168,1,1006.8,1
2/15/23 18:10,11.56,79.9,168,1,1006.8,1
2/15/23 18:15,11.66,79.9,166,1.5,1006.7,1
2/15/23 18:20,11.61,79.7,163,2,1006.7,1
2/15/23 18:25,11.54,79.6,170,1.5,1006.8,1
2/15/23 18:30,11.49,79.6,159,1,1006.8,1
2/15/23 18:35,11.39,80.1,150,1,1006.5,1
2/15/23 18:40,11.73,78.8,164,2,1006.6,1
2/15/23 18:45,11.47,79.2,159,1,1006.7,1
2/15/23 18:50,11.49,79.2,159,1,1006.8,1
2/15/23 18:55,11.56,78.9,174,1,1006.6,1
2/15/23 19:00,11.37,79.5,157,0.5,1006.5,1
2/15/23 19:05,11.44,78.9,167,1.5,1006.7,1
2/15/23 19:10,11.47,78.6,160,1.5,1006.4,1
2/15/23 19:15,11.44,79.1,164,1,1006.4,1
2/15/23 19:20,11.52,78.6,166,1.5,1006.4,1
2/15/23 19:25,11.37,78.9,167,1,1006.4,1
2/15/23 19:30,11.2,78.8,175,1,1006.6,1
2/15/23 19:35,11.13,79.2,166,1,1006.7,1
2/15/23 19:40,11,79.5,159,0.5,1006.5,1
2/15/23 19:45,11.27,78.9,166,1,1006.6,1
2/15/23 19:50,11.37,78.5,160,1,1006.6,1
2/15/23 19:55,11.22,78.4,157,1,1006.7,1
2/15/23 20:00,11.15,79.1,164,1,1006.7,1
2/15/23 20:05,11.42,78,170,1.5,1006.7,1
2/15/23 20:10,11.08,78.4,154,1,1006.7,1
2/15/23 20:15,11.1,78.4,163,1,1006.6,1
2/15/23 20:20,11.08,78.8,163,1,1006.7,1
2/15/23 20:25,11.13,78.5,167,1,1006.7,1
2/15/23 20:30,11,79,164,1,1006.7,1
2/15/23 20:35,11.08,78.6,170,1.5,1006.7,1
2/15/23 20:40,11.08,78.8,171,1.5,1006.7,1
2/15/23 20:45,10.98,78.9,160,1,1006.6,1
2/15/23 20:50,11,79.2,160,1.5,1006.6,1
2/15/23 20:55,10.93,79.4,164,1.5,1006.6,1
2/15/23 21:00,10.79,79.7,163,1.5,1006.6,1
2/15/23 21:05,10.86,79.4,167,1.5,1006.6,1
2/15/23 21:10,10.59,79.9,157,1,1006.6,1
2/15/23 21:15,10.79,79.6,168,2.5,1006.6,1
2/15/23 21:20,10.76,79.6,160,1.5,1006.6,1
2/15/23 21:25,10.66,79.5,161,2,1006.7,1
2/15/23 21:30,10.59,80.3,164,1,1006.6,1
2/15/23 21:35,10.61,79.7,163,2,1006.6,1
2/15/23 21:40,10.44,79.7,159,1.5,1006.5,1
2/15/23 21:45,10.59,80,178,1,1006.5,1
2/15/23 21:50,10.61,79.8,170,1.5,1006.6,1
2/15/23 21:55,10.42,80.3,171,1.5,1006.5,1
2/15/23 22:00,10.57,80.1,170,1.5,1006.5,1
2/15/23 22:05,10.27,79.8,161,1.5,1006.5,1
2/15/23 22:10,10.12,80.7,156,1,1006.4,1
2/15/23 22:15,10.3,80,164,1,1006.4,1
2/15/23 22:20,10.42,79.7,174,1.5,1006.4,1
2/15/23 22:25,10.49,79.2,168,1.5,1006.4,1
2/15/23 22:30,10.47,79,171,1.5,1006.3,1
2/15/23 22:35,10.39,79.2,178,1,1006.4,1
2/15/23 22:40,10.44,78.5,161,1,1006.4,1
2/15/23 22:45,10.64,78.3,166,2,1006.3,1
2/15/23 22:50,10.49,77.9,167,2,1006.4,1
2/15/23 22:55,10.47,78.3,160,1.5,1006.2,1
2/15/23 23:00,10.59,77.9,164,2,1006.2,1
2/15/23 23:05,10.66,77.3,161,1.5,1006.2,1
2/15/23 23:10,10.47,77.3,164,1.5,1006.3,1
2/15/23 23:15,10.64,76.7,161,1.5,1006.3,1
2/15/23 23:20,10.57,76.4,164,1.5,1006.1,1
2/15/23 23:25,10.74,75.9,164,1.5,1006.3,1
2/15/23 23:30,10.66,75.8,154,1.5,1006.1,1
2/15/23 23:35,10.88,75.1,160,1.5,1006.2,1
2/15/23 23:40,10.93,74.6,157,1,1006.4,1
2/15/23 23:45,10.93,73.9,167,0.5,1006.3,1
2/15/23 23:50,11.27,73.1,170,1,1006.1,1
2/15/23 23:55,11.44,71.7,175,0.5,1006.2,1
2/21/23 0:00,6.94,51.7,232,0.5,1000.6,1
2/21/23 0:05,6.91,51.9,171,0,1000.7,1
2/21/23 0:10,6.79,52.1,209,0,1000.8,1
2/21/23 0:15,6.79,52,225,0.5,1000.8,1
2/21/23 0:20,6.81,52.2,230,0.5,1001,1
2/21/23 0:25,6.79,52.1,236,0.5,1001,1
2/21/23 0:30,6.79,52.3,246,0.5,1000.8,1
2/21/23 0:35,6.74,52.6,247,0,1000.7,1
2/21/23 0:40,6.74,52.4,243,0,1000.9,1
2/21/23 0:45,6.84,52.5,254,0.5,1000.7,1
2/21/23 0:50,6.89,52.3,285,0.5,1000.7,1
2/21/23 0:55,6.79,52.5,268,0.5,1000.9,1
2/21/23 1:00,6.79,52,278,1,1000.8,1
2/21/23 1:05,6.81,52.4,302,1,1001,1
2/21/23 1:10,6.69,52.7,291,1,1000.6,1
2/21/23 1:15,6.53,52.8,296,0.5,1000.7,1
2/21/23 1:20,6.41,53,292,0.5,1000.7,1
2/21/23 1:25,6.38,53.2,331,0,1000.5,1
2/21/23 1:30,6.26,53.3,321,0.5,1000.6,1
2/21/23 1:35,6.13,53.7,341,0,1000.4,1
2/21/23 1:40,6.08,54.1,0,0,1000.6,1
2/21/23 1:45,6.05,54.1,0,0.5,1000.5,1
2/21/23 1:50,6.05,54.4,348,1,1000.6,1
2/21/23 1:55,6,55.3,0,1,1000.6,1
2/21/23 2:00,5.97,56.3,41,0.5,1000.2,1
2/21/23 2:05,5.82,57.1,24,1,1000.2,1
2/21/23 2:10,5.87,57.5,321,0.5,1000.3,1
2/21/23 2:15,5.74,57.7,298,0,1000.3,1
2/21/23 2:20,5.59,58.3,350,0.5,1000.2,1
2/21/23 2:25,5.54,58.5,351,1,1000.2,1
2/21/23 2:30,5.51,58.7,4,2,1000.1,1
2/21/23 2:35,5.44,59.4,0,0.5,1000.4,1
2/21/23 2:40,5.46,59.5,352,0,1000.7,1
2/21/23 2:45,5.46,60,310,0,1000.7,1
2/21/23 2:50,5.33,60.2,352,0.5,1000.7,1
2/21/23 2:55,5.23,60.8,11,1,1000.4,1
2/21/23 3:00,5.21,61.1,21,1,1000.5,1
2/21/23 3:05,5.21,61.1,350,1,1000.4,1
2/21/23 3:10,5.08,61.7,347,1,1000.5,1
2/21/23 3:15,5,61.9,355,0,1000.7,1
2/21/23 3:20,4.97,62.4,29,1,1000.7,1
2/21/23 3:25,4.95,62.4,10,0.5,1000.7,1
2/21/23 3:30,4.95,62.7,344,0,1000.9,1
2/21/23 3:35,5.05,62.4,334,0.5,1000.8,1
2/21/23 3:40,5,63,21,0.5,1001,1
2/21/23 3:45,4.9,63.8,327,0,1001.4,1
2/21/23 3:50,4.71,64.7,355,1,1001.4,1
2/21/23 3:55,4.74,64.9,317,0.5,1001.6,1
2/21/23 4:00,4.56,64.5,347,0.5,1001.5,1
2/21/23 4:05,3.3,71.5,25,2.5,1001.4,1
2/21/23 4:10,2.96,78.3,350,1.5,1001.6,1
2/21/23 4:15,2.48,80.3,3,2,1001.7,1
2/21/23 4:20,2.32,82.2,6,1,1001.6,1
2/21/23 4:25,2.16,83.8,354,1.5,1001.6,1
2/21/23 4:30,2.05,85.5,348,0.5,1001.9,1
2/21/23 4:35,2.24,86.5,341,0,1001.8,1
2/21/23 4:40,1.78,87.6,350,0.5,1001.7,1
2/21/23 4:45,1.64,89.5,6,1,1001.6,1
2/21/23 4:50,1.56,90.1,8,1,1001.6,1
2/21/23 4:55,1.43,91.8,0,1,1001.5,1
2/21/23 5:00,1.37,92.6,355,1,1001.5,1
2/21/23 5:05,1.4,93.2,350,0.5,1001.9,1
2/21/23 5:10,1.34,93.6,355,0.5,1001.9,1
2/21/23 5:15,1.26,94,6,0.5,1001.6,1
2/21/23 5:20,1.15,94.5,355,0,1001.6,1
2/21/23 5:25,1.18,94.9,8,0,1001.5,1
2/21/23 5:30,0.96,95.1,22,0.5,1001.5,1
2/21/23 5:35,0.74,95.4,21,0.5,1001.4,1
2/21/23 5:40,0.82,95.9,18,0,1001.5,1
2/21/23 5:45,0.99,95.9,327,0,1001.5,1
2/21/23 5:50,0.85,96.1,0,0,1001.4,1
2/21/23 5:55,0.77,96.2,18,0,1001.3,1
2/21/23 6:00,0.63,96.2,355,0.5,1001.3,1
2/21/23 6:05,0.55,96.5,7,0,1001,1
2/21/23 6:10,0.49,96.6,27,0,1001,1
2/21/23 6:15,0.49,96.9,27,0,1001.1,1
2/21/23 6:20,0.47,97,20,0,1001,1
2/21/23 6:25,0.8,97.3,20,0,1001,1
2/21/23 6:30,0.85,97.2,352,0,1001,1
2/21/23 6:35,0.85,97,309,0,1001.2,1
2/21/23 6:40,0.85,97.2,312,0,1001.1,1
2/21/23 6:45,0.6,97,313,0,1001.4,1
2/21/23 6:50,0.6,97.3,354,0,1001.3,2
2/21/23 6:55,0.55,97.4,13,0,1001.4,3
2/21/23 7:00,0.41,97.4,13,0,1001.4,3
2/21/23 7:05,0.41,97.6,7,0,1001.4,4
2/21/23 7:10,0.36,97.7,10,0,1001.2,6
2/21/23 7:15,0.22,97.8,18,0,1001.4,6
2/21/23 7:20,0.16,97.9,20,0,1001.7,4
2/21/23 7:25,0.27,98,20,0,1001.6,6
2/21/23 7:30,0.25,98.1,20,0,1001.6,11
2/21/23 7:35,0.36,98,18,0,1001.6,13
2/21/23 7:40,0.49,98.3,343,0,1001.9,14
2/21/23 7:45,0.38,98.1,285,0,1001.9,14
2/21/23 7:50,0.33,98.2,282,0,1001.6,17
2/21/23 7:55,0.22,98.2,331,0,1001.9,16
2/21/23 8:00,0.16,98.2,331,0,1001.9,18
2/21/23 8:05,0.16,98.3,331,0,1001.8,18
2/21/23 8:10,0.19,98.4,331,0,1001.9,17
2/21/23 8:15,0.33,98.5,331,0,1001.9,16
2/21/23 8:20,0.47,98.5,331,0,1001.8,26
2/21/23 8:25,0.47,98.4,331,0,1001.7,21
2/21/23 8:30,0.6,98.4,20,0,1001.6,21
2/21/23 8:35,0.66,98.5,35,0.5,1001.5,21
2/21/23 8:40,0.71,98.4,25,1,1001.5,22
2/21/23 8:45,0.8,98.3,25,1,1001.1,23
2/21/23 8:50,0.77,98.3,18,1,1001.1,24
2/21/23 8:55,0.96,98.4,21,0.5,1001.2,22
2/21/23 9:00,0.93,98.5,25,0.5,1001.3,17
2/21/23 9:05,0.99,98.5,22,0.5,1001,21
2/21/23 9:10,0.93,98.5,14,1,1001.1,19
2/21/23 9:15,0.96,98.4,13,0.5,1001.2,23
2/21/23 9:20,1.04,98.4,355,1.5,1001.2,19
2/21/23 9:25,1.02,98.3,25,1,1001.4,16
2/21/23 9:30,1.13,98.4,21,0,1001.6,19
2/21/23 9:35,1.13,98.3,31,1.5,1001.2,33
2/21/23 9:40,1.34,98.3,37,1.5,1001.2,42
2/21/23 9:45,1.37,98.2,52,1.5,1001.1,42
2/21/23 9:50,1.48,98.1,37,1.5,1001,43
2/21/23 9:55,1.56,98.1,25,1,1000.9,48
2/21/23 10:00,1.56,98,42,2,1000.9,51
2/21/23 10:05,1.7,98,45,1,1000.9,48
2/21/23 10:10,1.89,97.9,39,1.5,1000.8,61
2/21/23 10:15,1.97,97.9,34,1.5,1000.7,57
2/21/23 10:20,1.72,97.7,20,1,1000.7,28
2/21/23 10:25,1.7,97.9,28,1,1000.3,32
2/21/23 10:30,1.91,98,20,1,1000.2,79
2/21/23 10:35,2.21,97.9,35,2,1000.1,87
2/21/23 10:40,2.4,97.6,35,2,1000.2,67
2/21/23 10:40,2.4,97.6,35,2,1000.2,67
2/21/23 10:45,2.5,97.5,41,2.5,1000,73
2/21/23 10:50,2.72,97.3,46,3.5,999.9,76
2/21/23 10:55,2.72,97.1,44,3,999.9,77
2/21/23 11:00,2.9,96.8,46,3,999.8,82
2/21/23 11:05,2.98,96.5,51,2.5,999.7,63
2/21/23 11:10,3.12,96.3,56,2,999.4,69
2/21/23 11:15,3.04,96.1,52,3,999.2,43
2/21/23 11:20,3.04,95.9,52,3,999.2,49
2/21/23 11:25,3.19,95.4,58,3.5,999,72
2/21/23 11:30,3.22,94.6,48,3.5,999,64
2/21/23 11:35,3.72,93.8,46,3,998.9,136
2/21/23 11:40,3.7,93.6,55,3.5,998.9,86
2/21/23 11:45,3.64,93.3,59,2,998.9,61
2/21/23 11:50,3.56,93.6,49,2.5,998.9,53
2/21/23 11:55,3.43,93.6,59,2,998.8,41
2/21/23 12:00,3.46,93.3,59,2.5,998.9,39
2/21/23 12:05,3.51,92.9,67,2.5,999,44
2/21/23 12:10,3.72,92.8,51,1.5,999,49
2/21/23 12:15,3.64,92.3,46,3,999.2,44
2/21/23 12:20,3.72,92.5,51,1,999.2,29
2/21/23 12:25,3.8,92.6,70,1,999.3,33
2/21/23 12:30,3.67,92.6,67,1.5,999.1,26
2/21/23 12:35,3.67,92.4,45,2,999,33
2/21/23 12:40,3.88,92.1,55,1,999.1,52
2/21/23 12:45,3.77,92.1,53,2,998.9,43
2/21/23 12:50,3.83,92.4,53,1.5,999,51
2/21/23 12:55,3.75,92.1,53,2,998.9,61
2/21/23 13:00,3.8,92.3,48,1,999,61
2/21/23 13:05,3.64,92.4,53,1,998.9,36
2/21/23 13:10,3.77,92.2,42,2,998.6,101
2/21/23 13:15,3.85,92.2,46,2,998.4,82
2/21/23 13:20,3.96,91.9,32,1,998.4,79
2/21/23 13:25,3.88,91.5,55,2,998.4,56
2/21/23 13:30,3.91,91.8,48,1.5,998.3,68
2/21/23 13:35,3.96,91.5,37,2,998.2,93
2/21/23 13:40,3.96,90.8,49,2,998.4,72
2/21/23 13:45,3.83,90.6,45,2,998.4,76
2/21/23 13:50,3.67,90.5,46,2,998.4,39
2/21/23 13:55,3.49,90.1,37,2.5,998.4,31
2/21/23 14:00,3.59,90.1,35,1.5,998.5,48
2/21/23 14:05,4.01,89.3,42,0.5,998.5,97
2/21/23 14:10,4.04,88.2,34,1.5,998.5,89
2/21/23 14:15,4.14,87.9,37,1,998.6,72
2/21/23 14:20,4.04,87.7,45,1,998.7,44
2/21/23 14:25,3.93,87.9,38,1,998.6,39
2/21/23 14:30,4.19,87.1,44,2,998.5,99
2/21/23 14:35,4.45,86,44,1.5,998.8,94
2/21/23 14:40,4.35,85.9,52,1.5,998.8,72
2/21/23 14:45,3.98,86.5,53,1,998.8,62
2/21/23 14:50,4.04,86.5,76,0.5,998.9,37
2/21/23 14:55,4.17,86.7,87,0,998.9,29
2/21/23 15:00,3.96,86.9,55,0.5,999,24
2/21/23 15:05,3.93,87,58,0,998.9,19
2/21/23 15:10,3.91,87.7,51,0,999,14
2/21/23 15:15,3.91,88.1,31,0,999.1,13
2/21/23 15:20,3.91,88,25,0,999,13
2/21/23 15:25,3.88,87.5,29,1,998.9,13
2/21/23 15:30,3.91,87.3,29,0.5,999.1,17
2/21/23 15:35,3.8,88.1,42,0,999.3,17
2/21/23 15:40,3.72,88.7,45,0.5,999,27
2/21/23 15:45,3.83,89.1,34,1,998.5,64
2/21/23 15:50,3.93,89.4,27,1.5,998.8,91
2/21/23 15:55,4.01,88.9,25,1.5,998.9,89
2/21/23 16:00,4.04,88.5,32,1.5,998.8,57
2/21/23 16:05,4.06,87.9,46,1,998.9,32
2/21/23 16:10,3.98,87.3,55,1,999.1,26
2/21/23 16:15,4.06,87.6,56,0.5,999.4,31
2/21/23 16:20,4.04,86.9,52,1.5,999.3,38
2/21/23 16:25,4.06,87.3,46,1.5,999.3,27
2/21/23 16:30,4.04,87.3,53,1.5,999.1,16
2/21/23 16:35,4.01,87.9,45,1.5,999.3,4
2/21/23 16:40,3.93,87.6,48,1.5,999.2,3
2/21/23 16:45,3.83,88.4,44,1.5,999.6,3
2/21/23 16:50,3.88,88.9,46,0.5,999.9,2
2/21/23 16:55,4.04,88.4,51,0.5,999.8,2
2/21/23 17:00,4.12,87.7,67,0.5,1000,1
2/21/23 17:05,4.35,86.8,114,1,1000.1,2
2/21/23 17:10,4.35,86.5,119,0,1000.2,1
2/21/23 17:15,4.25,86.7,102,0,1000.2,1
2/21/23 17:20,4.4,86.6,102,0,1000.3,1
2/21/23 17:25,4.27,86.5,102,0.5,1000.5,1
2/21/23 17:30,4.38,86.1,129,1,1000.4,1
2/21/23 17:35,4.38,86.3,117,0,1000.4,1
2/21/23 17:40,4.38,85.7,107,1,1000.5,1
2/21/23 17:45,4.32,85.5,111,1.5,1000.6,1
2/21/23 17:50,4.43,85.7,112,1,1000.7,1
2/21/23 17:55,4.38,85,117,0.5,1000.8,1
2/21/23 18:00,4.25,85.8,83,1,1000.7,1
2/21/23 18:05,4.4,85.8,126,1,1000.9,1
2/21/23 18:10,4.4,85.5,136,0.5,1000.8,1
2/21/23 18:15,4.43,85.8,117,1,1001.1,1
2/21/23 18:20,4.4,85.7,125,1.5,1001.1,1
2/21/23 18:25,4.32,85.9,121,1.5,1001.3,1
2/21/23 18:30,4.17,87.5,111,1,1001.3,1
2/21/23 18:35,3.96,89,115,0.5,1001.3,1
2/21/23 18:40,3.96,90,138,0,1001.2,1
2/21/23 18:45,3.88,89.9,142,0,1001.3,1
2/21/23 18:50,3.88,90.4,150,0.5,1001.4,1
2/21/23 18:55,3.85,91.1,146,0,1001.4,1
2/21/23 19:00,3.8,92.5,138,0,1001.8,1
2/21/23 19:05,3.72,92.4,145,0.5,1001.8,1
2/21/23 19:10,3.67,92.9,154,1,1002,1
2/21/23 19:15,3.51,93.4,156,1.5,1002.1,1
2/21/23 19:20,3.56,94.2,154,1.5,1002.2,1
2/21/23 19:25,3.56,94.5,146,1.5,1002.3,1
2/21/23 19:30,3.62,94.8,163,0.5,1002.3,1
2/21/23 19:35,3.59,95,143,1,1002.2,1
2/21/23 19:40,3.64,95.3,145,1,1002.4,1
2/21/23 19:45,3.59,95.3,156,1,1002.4,1
2/21/23 19:50,3.56,96.1,136,0.5,1002.4,1
2/21/23 19:55,3.49,96.7,152,0.5,1002.6,1
2/21/23 20:00,3.38,97.1,149,1,1002.4,1
2/21/23 20:05,3.43,97.5,163,0.5,1002.6,1
2/21/23 20:10,3.38,97.6,146,0.5,1002.6,1
2/21/23 20:15,3.38,97.7,146,0,1002.5,1
2/21/23 20:20,3.38,97.8,138,0.5,1002.7,1
2/21/23 20:25,3.38,98,146,1,1002.9,1
2/21/23 20:30,3.43,97.9,160,1,1003.1,1
2/21/23 20:35,3.51,98.1,147,0.5,1003.2,1
2/21/23 20:40,3.41,98.1,167,0.5,1003.2,1
2/21/23 20:45,3.49,98.2,150,1,1003.1,1
2/21/23 20:50,3.43,97.9,159,1,1003.2,1
2/21/23 20:55,3.56,98.1,159,0.5,1003.4,1
2/21/23 21:00,3.67,97.8,157,0,1003.5,1
2/21/23 21:05,3.7,97.8,168,1,1003.6,1
2/21/23 21:10,3.7,97.7,164,1,1003.7,1
2/21/23 21:15,3.77,97.8,180,0.5,1003.6,1
2/21/23 21:20,3.85,97.8,173,0,1003.8,1
2/21/23 21:25,3.93,97.8,168,0,1004,1
2/21/23 21:30,3.96,97.8,168,0,1003.9,1
2/21/23 21:35,3.91,97.8,153,0.5,1004,1
2/21/23 21:40,3.96,97.8,187,0.5,1004.2,1
2/21/23 21:45,3.91,97.8,197,0.5,1004.1,1
2/21/23 21:50,3.8,97.9,190,1.5,1003.9,1
2/21/23 21:55,3.72,97.8,188,1,1004.1,1
2/21/23 22:00,3.64,98,190,1,1004.2,1
2/21/23 22:05,3.54,98.2,187,1,1004.4,1
2/21/23 22:10,3.67,98.2,188,1,1004.4,1
2/21/23 22:15,3.72,97.9,178,1.5,1004.4,1
2/21/23 22:20,3.8,97.8,199,1,1004.6,1
2/21/23 22:25,3.8,97.8,192,0.5,1004.5,1
2/21/23 22:30,3.8,97.8,198,0.5,1004.4,1
2/21/23 22:35,3.7,97.7,199,0.5,1004.3,1
2/21/23 22:40,3.62,97.8,198,0.5,1004.3,1
2/21/23 22:45,3.49,97.9,216,0,1004.6,1
2/21/23 22:50,3.54,98.1,198,1,1004.6,1
2/21/23 22:55,3.22,98.2,225,0.5,1004.8,1
2/21/23 23:00,3.22,98.4,211,0,1005.1,1
2/21/23 23:05,3.19,98.5,212,0,1005,1
2/21/23 23:10,2.9,98.7,209,0,1005.1,1
2/21/23 23:15,2.96,98.7,191,0.5,1005.1,1
2/21/23 23:20,2.82,98.7,215,0.5,1005.4,1
2/21/23 23:25,2.96,98.7,194,0.5,1005.7,1
2/21/23 23:30,2.82,98.6,197,0.5,1005.8,1
2/21/23 23:35,2.8,98.4,218,0.5,1005.8,1
2/21/23 23:40,2.82,98.3,229,1,1005.7,1
2/21/23 23:45,2.9,97.6,248,1.5,1005.9,1
2/21/23 23:50,2.9,96.9,240,2,1005.9,1
2/21/23 23:55,2.82,96.5,241,1,1006,1